token	freq	candidates	local_verdict	local_value	sonnet_verdict	sonnet_value	agree
invoicable	13	inviolable,insociable	FIX	inviolable	FIX	inviolable	Y
subescrow	13		GARBAGE		KEEP	subescrow	N
eneeeeees	13		GARBAGE		GARBAGE		Y
ccilts	13	gilts,quilts	FIX	quilts	FIX	gilts	Y
gsmpbc	13		GARBAGE		GARBAGE		Y
chlorhexadol	13		GARBAGE		KEEP	chlorhexadol	N
sulfondiethylmethane	13		GARBAGE		KEEP	sulfondiethylmethane	N
nalorphine	13		FIX	nalorphine	KEEP	nalorphine	N
rereference	13	reference,preference	FIX	reference	FIX	reference	Y
saltponds	13		FIX	saltponds	NAME	Saltponds	N
planada	13	panada	NAME	planada	NAME	Planada	Y
subfranchisors	13		GARBAGE		KEEP	subfranchisors	N
frago	13	fargo,frag	NAME	frago	NAME	Frago	Y
nonsuitability	13	unsuitability	FIX	unsuitability	KEEP	nonsuitability	N
ceeeeees	13		GARBAGE		GARBAGE		Y
kapiloff	13	karloff	NAME	kapiloff	NAME	Kapiloff	Y
ccceeeeeeeee	13		GARBAGE		GARBAGE		Y
cccceeeeeeee	13		GARBAGE		GARBAGE		Y
cceeeeees	13		GARBAGE		GARBAGE		Y
nnes	13	noes,ones	FIX	ones	FIX	ones	Y
morpheridine	13		GARBAGE		KEEP	morpheridine	N
domiciliaries	13		GARBAGE		KEEP	domiciliaries	N
telrad	13	tetrad	FIX	tetrad	NAME	Telrad	N
difenoxin	13		GARBAGE		KEEP	difenoxin	N
camsi	13	cams	NAME	camsi	GARBAGE		N
carbonitrile	13		GARBAGE		KEEP	carbonitrile	N
subboard	13	hubbard,outboard	GARBAGE		FIX	subboard	N
adcrc	13	acre,arc	GARBAGE		GARBAGE		Y
czma	13	coma,cyma	NAME	czma	GARBAGE		N
feederbus	13	feeders	FIX	feeders	FIX	feeder bus	Y
supnenor	13		GARBAGE		FIX	superior	N
iterm	13	item,term	FIX	term	FIX	item	Y
eqquipme	13		GARBAGE		FIX	equipment	N
incen	13	incan	GARBAGE		FIX	incentive	N
nonuniformed	13	nonuniform	KEEP	nonuniformed	KEEP	nonuniformed	Y
cxviii	12		NAME	cxviii	KEEP	cxviii	N
subserip	12	subserve,subscript	FIX	subserve	FIX	subscript	Y
clxxiv	12		NAME	clxxiv	KEEP	clxxiv	N
ively	12	lively	FIX	lively	FIX	actively	Y
rereee	12	referee,redeem	GARBAGE		FIX	referee	N
sesees	12	series,serves	FIX	series	FIX	series	Y
cerned	12	corned,cered	GARBAGE		FIX	concerned	N
ccxxi	12		NAME	ccxxi	KEEP	ccxxi	N
ccxxvi	12		NAME	ccxxvi	KEEP	ccxxvi	N
ccxlviii	12		NAME	ccxlviii	KEEP	ccxlviii	N
ccxviii	12		NAME	ccxviii	KEEP	ccxviii	N
bifect	12	bisect	FIX	bisect	FIX	bisect	Y
vrand	12	grand,brand	FIX	grand	FIX	grand	Y
ceees	12	ceres,cedes	GARBAGE		GARBAGE		Y
cclxvi	12	clavi	NAME	cclxvi	KEEP	cclxvi	N
cclxxiv	12		NAME	cclxxiv	KEEP	cclxxiv	N
cclxxx	12		NAME	cclxxx	KEEP	cclxxx	N
cccliv	12	cyclic	GARBAGE		KEEP	cccliv	N
clxiii	12		NAME	clxiii	KEEP	clxiii	N
orev	12	ore,rev	FIX	rev	FIX	over	Y
screenees	12	screened,screens	FIX	screened	FIX	screened	Y
nenes	12	genes,nines	FIX	nines	GARBAGE		N
feso	12	fess,fest	GARBAGE		GARBAGE		Y
eseeeee	12		GARBAGE		GARBAGE		Y
cuoap	12	chap,crop	GARBAGE		FIX	chapter	N
atomey	12	atomy	FIX	atomy	FIX	attorney	Y
ccci	12	cocci	FIX	cocci	KEEP	ccci	N
sarae	12	sarah,saree	NAME	Sarah	NAME	Sarah	Y
bercin	12	berlin	NAME	Berlin	NAME	Berlin	Y
ceeceeee	12		GARBAGE		GARBAGE		Y
ocenr	12	owner,over	FIX	owner	FIX	owner	Y
overscor	12	overscore	FIX	overscore	GARBAGE		N
ofticio	12		GARBAGE		FIX	officio	N
adjutant-goneral	12		GARBAGE		FIX	adjutant-general	N
seore	12	store,shore	FIX	store	FIX	score	Y
collectod	12	collected,collector	FIX	collector	FIX	collected	Y
givea	12	given,give	FIX	given	FIX	given	Y
changeot	12	change,changes	FIX	change	FIX	change	Y
cxxxvii	12		GARBAGE		KEEP	cxxxvii	N
cxlvii	12	calvin	GARBAGE		KEEP	cxlvii	N
ccxvi	12	clavi	GARBAGE		KEEP	ccxvi	N
ccxxx	12		GARBAGE		KEEP	ccxxx	N
pulgas	12	pulas	GARBAGE		NAME	Pulgas	N
ccxliv	12		GARBAGE		KEEP	ccxliv	N
decded	12	deeded,decided	FIX	decided	FIX	decided	Y
ccccx	12	cocci,coccyx	GARBAGE		KEEP	ccccx	N
inentioned	12	intentioned	FIX	intentioned	FIX	mentioned	Y
ormed	12	formed,armed	FIX	formed	FIX	formed	Y
perpen	12	perpend	FIX	perpend	FIX	perpendicular	Y
pluns	12	plans,plus	FIX	plans	FIX	plans	Y
icased	12	cased	FIX	cased	FIX	leased	Y
compensn	12	compels,cowpens	GARBAGE		FIX	compensation	N
makmg	12	make,making	FIX	making	FIX	making	Y
tetera	12	tetra	KEEP	tetera	FIX	cetera	N
uame	12	same,name	FIX	same	FIX	same	Y
uine	12	line,fine	FIX	line	FIX	line	Y
sicty-three	12		GARBAGE		FIX	sixty-three	N
conditiona	12	conditions,condition	FIX	conditions	FIX	conditions	Y
jurisdie	12	juristic,juridic	FIX	juridic	FIX	jurisdic	Y
stationory	12	stationary,stationery	FIX	stationary	FIX	stationary	Y
puen	12	pen,pun	FIX	pen	FIX	pen	Y
offivio	12		GARBAGE		FIX	officio	N
seveuty-five	12		GARBAGE		FIX	seventy-five	N
pubheations	12		GARBAGE		FIX	publications	N
ereed	12	creed,breed	FIX	breed	FIX	creed	Y
nonth	12	month,north	FIX	month	FIX	month	Y
comof	12	como	GARBAGE		GARBAGE		Y
ebild	12	bill,child	FIX	bill	FIX	child	Y
guperin	12	couperin,suberin	NAME	couperin	GARBAGE		N
reter	12	refer,deter	FIX	refer	FIX	refer	Y
eeres	12	ceres,meres	GARBAGE		GARBAGE		Y
uent	12	cent,rent	FIX	cent	FIX	cent	Y
thirty-sizth	12		FIX	thirty-sixth	FIX	thirty-sixth	Y
didate	12	dilate	FIX	didate	FIX	candidate	Y
electroliers	12	electrolier	FIX	electroliers	KEEP	electroliers	N
mitment	12	fitment	FIX	fitment	FIX	commitment	Y
herehv	12	hereby,herein	FIX	hereby	FIX	hereby	Y
cebt	12	cent,debt	FIX	debt	FIX	debt	Y
thirtysiz	12		FIX	thirty-six	FIX	thirty-six	Y
shent	12	sent,spent	FIX	sent	FIX	sent	Y
pitals	12	pitas,vitals	FIX	vitals	FIX	hospitals	Y
pollu	12	poll,polls	FIX	poll	FIX	pollution	Y
mishranded	12	mishandled	FIX	mishandled	FIX	misbranded	Y
mmission	12	mission,omission	FIX	mission	FIX	commission	Y
uous	12	sous,nous	GARBAGE		GARBAGE		Y
malimposed	12		GARBAGE		GARBAGE		Y
furid	12	lurid	FIX	lurid	FIX	lurid	Y
dends	12	deeds,ends	FIX	deeds	FIX	dividends	Y
gressional	12		FIX	congressional	FIX	congressional	Y
itled	12	titled,tiled	FIX	titled	FIX	entitled	Y
comcommission	12		GARBAGE		FIX	commission	N
iiome	12	biome	FIX	biome	FIX	home	Y
firc	12	fire,firm	FIX	fire	FIX	fire	Y
etce	12	etch	FIX	etch	FIX	etce	Y
forins	12	forint,florins	FIX	florins	FIX	florins	Y
eify	12	deify,edify	FIX	edify	FIX	edify	Y
scventy-five	12		FIX	seventy-five	FIX	seventy-five	Y
excentive	12	exceptive	FIX	exceptive	FIX	executive	Y
sceds	12	seeds,sheds	FIX	seeds	FIX	seeds	Y
one-cighth	12		FIX	one-eighth	FIX	one-eighth	Y
truek	12	true,truck	FIX	truck	FIX	truck	Y
fibng	12	filing,ing	FIX	filing	FIX	filing	Y
nincty-seven	12		FIX	ninety-seven	FIX	ninety-seven	Y
ools	12	pools,tools	FIX	tools	FIX	tools	Y
fenal	12	penal,final	FIX	penal	FIX	penal	Y
gional	12	final,regional	FIX	regional	FIX	regional	Y
eftert	12	after,effect	FIX	after	FIX	effect	Y
vavable	12	savable	GARBAGE		FIX	payable	N
ghway	12	highway,way	FIX	highway	FIX	highway	Y
appropriamuch	12		GARBAGE		GARBAGE		Y
wuenrcas	12		GARBAGE		FIX	whereas	N
eold	12	sold,hold	FIX	sold	FIX	sold	Y
oters	12	voters,others	FIX	voters	FIX	voters	Y
ssment	12	sent,spent	GARBAGE		FIX	assessment	N
orized	12	prized	GARBAGE		FIX	authorized	N
camelorum	12		NAME	camelorum	KEEP	camelorum	N
seld	12	held,sold	FIX	held	FIX	held	Y
tlus	12	plus,thus	FIX	thus	FIX	thus	Y
previnet	12	prevent,precinct	FIX	prevent	FIX	precinct	Y
ineet	12	inlet,inert	GARBAGE		FIX	inlet	N
mereased	12	released,deceased	FIX	released	FIX	increased	Y
culosis	12	dulosis	FIX	dulosis	FIX	tuberculosis	Y
reeordation	12	retardation,reformation	GARBAGE		FIX	recordation	N
joeated	12	located,created	FIX	located	FIX	located	Y
ssioner	12	sooner,missioner	FIX	missioner	FIX	commissioner	Y
melusion	12	elusion,delusion	FIX	delusion	FIX	conclusion	Y
contnbu	12		GARBAGE		FIX	contribute	N
commenda	12	commend,commends	FIX	commend	FIX	commenda	Y
cleath	12	cleats,cleat	GARBAGE		FIX	death	N
imission	12	mission,omission	FIX	mission	FIX	omission	Y
dences	12	denies,fences	GARBAGE		FIX	evidences	N
withdrawa	12	withdrawal,withdrawn	FIX	withdrawal	FIX	withdrawal	Y
pensated	12	penates,pennate	GARBAGE		FIX	compensated	N
reconditioners	12	reconditioned,conditioners	FIX	reconditioned	KEEP	reconditioners	N
nonpro	12	nonary,nonego	GARBAGE		FIX	nonprofit	N
calrforma	12		NAME	california	FIX	california	N
limbrub	12	imbrue,limburg	GARBAGE		GARBAGE		Y
mumepal	12	numeral,humeral	FIX	numeral	FIX	municipal	Y
meurring	12	recurring,herring	FIX	recurring	FIX	recurring	Y
threesixteenths	12		KEEP	threesixteenths	KEEP	three-sixteenths	Y
afterbay	12	afterbody	GARBAGE		KEEP	afterbay	N
hollibaugh	12		NAME	hollibaugh	NAME	Hollibaugh	Y
recoverv	12	recovery,recover	FIX	recovery	FIX	recovery	Y
unplaceable	12	replaceable,untraceable	FIX	replaceable	FIX	replaceable	Y
debellis	12		NAME	debellis	NAME	De Bellis	Y
cardaria	12	calvaria,carrara	GARBAGE		KEEP	cardaria	N
blec	12	bled,alec	FIX	bled	GARBAGE		N
beverwil	12		NAME	Beverwil	NAME	Beverwil	Y
lodginghouses	12		KEEP	lodginghouses	KEEP	lodging-houses	Y
acetyluria	12		KEEP	acetyluria	KEEP	acetyluria	Y
reperforates	12	perforates	FIX	perforates	FIX	perforates	Y
administrahon	12	administration,administrator	FIX	administration	FIX	administration	Y
riw	12	raw,rio	FIX	raw	GARBAGE		N
depredating	12	deprecating	FIX	deprecating	FIX	depredating	Y
ausencia	12		NAME	ausencia	KEEP	ausencia	N
legalmente	12		NAME	legalmente	KEEP	legalmente	N
ecceeee	12		GARBAGE		GARBAGE		Y
valleywide	12		KEEP	valleywide	KEEP	valleywide	Y
imtative	12	imitative	FIX	imitative	FIX	imitative	Y
torca	12	torch,tora	NAME	torca	NAME	Torca	Y
thiosulfite	12		KEEP	thiosulfite	KEEP	thiosulfite	Y
demulsification	12	emulsification	FIX	emulsification	KEEP	demulsification	N
alisos	12	alison	NAME	alisos	NAME	Alisos	Y
waivets	12	waivers,waives	FIX	waivers	FIX	waivers	Y
beneficiating	12		KEEP	beneficiating	KEEP	beneficiating	Y
rnnene	12	renee,rene	NAME	renee	FIX	renee	N
methyprylon	12		GARBAGE		KEEP	methyprylon	N
presterilized	12		KEEP	presterilized	KEEP	presterilized	Y
psychometrists	12	psychometrist	FIX	psychometrist	KEEP	psychometrists	N
nonprogram	12		KEEP	nonprogram	KEEP	nonprogram	Y
cseeeee	12		GARBAGE		GARBAGE		Y
equipimone	12		GARBAGE		FIX	equipment	N
annadel	12	annabel	NAME	Annabel	NAME	Annadel	Y
konocti	12		NAME	Konocti	NAME	Konocti	Y
photostating	12	photostatting	FIX	photostatting	FIX	photostating	Y
cymatogaster	12		GARBAGE		KEEP	cymatogaster	N
wedworth	12	wentworth	FIX	wentworth	NAME	Wedworth	N
nonfictitious	12		KEEP	nonfictitious	KEEP	nonfictitious	Y
rolicall	12		GARBAGE		FIX	roll call	N
betaprodine	12		GARBAGE		KEEP	betaprodine	N
betameprodine	12		GARBAGE		KEEP	betameprodine	N
benzethidine	12		GARBAGE		KEEP	benzethidine	N
dipipanone	12		GARBAGE		KEEP	dipipanone	N
normethadone	12		GARBAGE		KEEP	normethadone	N
phenadoxone	12		GARBAGE		KEEP	phenadoxone	N
phenampromide	12		GARBAGE		KEEP	phenampromide	N
levophenacylmorphan	12		GARBAGE		KEEP	levophenacylmorphan	N
proheptazine	12		GARBAGE		KEEP	proheptazine	N
duphcative	12		FIX	duplicate	FIX	duplicative	Y
berrenda	12	brenda,berretta	NAME	Berrenda	NAME	Berrenda	Y
bufotenine	12		GARBAGE		KEEP	bufotenine	N
ewep	12	ewe,ewes	FIX	ewe	GARBAGE		N
neumiller	12		NAME	Neumiller	NAME	Neumiller	Y
frizzelle	12	frizzle	KEEP	frizzelle	NAME	Frizzelle	N
ownet	12	owner,owned	FIX	owner	FIX	owner	Y
thionylchloride	12		KEEP	thionylchloride	KEEP	thionylchloride	Y
chitat	12	chita	FIX	chita	NAME	Chitat	N
nongynecologic	12		GARBAGE		KEEP	nongynecologic	N
relending	12	relenting,resending	FIX	relenting	FIX	relending	Y
ucimc	12	uric	GARBAGE		GARBAGE		Y
immunohematology	12		KEEP	immunohematology	KEEP	immunohematology	Y
sewerline	12		GARBAGE		FIX	sewer line	N
eeeeeeeeeeeeees	12		GARBAGE		GARBAGE		Y
stirpes	12	stripes,stipes	FIX	stripes	KEEP	stirpes	N
preimprinted	12		KEEP	preimprinted	KEEP	preimprinted	Y
nanocuries	12		KEEP	nanocuries	KEEP	nanocuries	Y
landfarm	12	landform	FIX	landform	KEEP	landfarm	N
nonlevel-of-care	12		GARBAGE		KEEP	nonlevel-of-care	N
intercommunications	12	intercommunication	FIX	intercommunication	KEEP	intercommunications	N
wcab	12	cab,scab	NAME	WCAB	KEEP	wcab	N
deukmebejian	12		NAME	deukmebejian	NAME	Deukmejian	Y
fned	11	fined,fed	FIX	fined	FIX	fined	Y
cxlviii	11		KEEP	cxlviii	KEEP	cxlviii	Y
ciously	11	piously	FIX	piously	FIX	maliciously	Y
sxorton	11	shorten,norton	NAME	sxorton	NAME	Norton	Y
easurer	11	measurer,ensurer	GARBAGE		FIX	treasurer	N
andsale	11	anisole,ansate	GARBAGE		GARBAGE		Y
tlle	11	tile,tale	FIX	tile	FIX	title	Y
dxxx	11	dix,doxy	GARBAGE		KEEP	dxxx	N
appeai	11	appear,appeal	FIX	appeal	FIX	appeal	Y
cxxxv	11		KEEP	cxxxv	KEEP	cxxxv	Y
claiin	11	claim,claims	FIX	claim	FIX	claim	Y
pubneation	11		GARBAGE		FIX	publication	N
plemental	11	elemental	FIX	elemental	FIX	supplemental	Y
overscors	11	overscore	FIX	overscore	GARBAGE		N
iable	11	liable,able	FIX	liable	FIX	liable	Y
renaity	11	penalty,entity	FIX	penalty	FIX	penalty	Y
siaty-four	11		GARBAGE		FIX	sixty-four	N
gregate	11	gregale	GARBAGE		FIX	aggregate	N
cclxix	11	calix,cylix	NAME	calix	KEEP	cclxix	N
qualited	11	qualified,quality	FIX	qualified	FIX	qualified	Y
cccxli	11		GARBAGE		KEEP	cccxli	N
szco	11	such,sec	FIX	such	FIX	such	Y
cccxlix	11		GARBAGE		KEEP	cccxlix	N
ccclvi	11		GARBAGE		KEEP	ccclvi	N
cccci	11	cocci	NAME	cocci	KEEP	cccci	N
vereee	11	verde,serene	GARBAGE		GARBAGE		Y
eeere	11	deere	GARBAGE		GARBAGE		Y
jations	11	nations,cations	FIX	nations	FIX	nations	Y
ceseeee	11		GARBAGE		GARBAGE		Y
ceveee	11	levee,severe	GARBAGE		GARBAGE		Y
szcrton	11	sacaton	NAME	sacaton	GARBAGE		N
ccxxxiv	11		GARBAGE		KEEP	ccxxxiv	N
disin	11	oisin	GARBAGE		GARBAGE		Y
cclxxi	11		GARBAGE		KEEP	cclxxi	N
brundige	11	brandie	NAME	brandie	NAME	Brundige	Y
ccseee	11		GARBAGE		GARBAGE		Y
bept	11	best,kept	FIX	kept	FIX	kept	Y
lowis	11	lewis,lows	NAME	Lewis	FIX	lewis	N
huld	11	held,hold	FIX	held	FIX	held	Y
ssseee	11	essene	GARBAGE		GARBAGE		Y
ccccce	11		GARBAGE		GARBAGE		Y
sulury	11	sultry	FIX	sultry	FIX	salary	Y
francisev	11	francisco,franchise	NAME	Francisco	FIX	francisco	N
tosue	11	josue,toque	NAME	Josue	FIX	issue	N
ccxxvii	11		GARBAGE		KEEP	ccxxvii	N
ccxlvi	11		GARBAGE		KEEP	ccxlvi	N
cclxvii	11		GARBAGE		KEEP	cclxvii	N
cottection	11	connection,collection	FIX	connection	FIX	collection	Y
dened	11	deed,denied	FIX	deed	FIX	denied	Y
eeers	11	seers,peers	FIX	seers	GARBAGE		N
retarned	11	returned,retained	FIX	returned	FIX	returned	Y
appeat	11	appear,appeal	FIX	appear	FIX	appeal	Y
rized	11	sized,rived	FIX	sized	FIX	authorized	Y
cizht	11	right,eight	FIX	eight	FIX	eight	Y
ouses	11	uses,houses	FIX	uses	FIX	houses	Y
borein	11	herein,foreign	FIX	herein	FIX	herein	Y
wlio	11	clio,olio	GARBAGE		FIX	who	N
hurdygurdy	11		KEEP	hurdygurdy	KEEP	hurdygurdy	Y
snecession	11	secession	FIX	secession	FIX	succession	Y
eeseeeeee	11		GARBAGE		GARBAGE		Y
modily	11	bodily,modify	FIX	modify	FIX	modify	Y
travelmg	11	travelog	GARBAGE		FIX	traveling	N
appropriafund	11		GARBAGE		GARBAGE		Y
demned	11	damned,demoed	FIX	damned	FIX	condemned	Y
beenme	11	been,become	FIX	become	FIX	become	Y
cccceeeeeeeee	11		GARBAGE		GARBAGE		Y
lompoe	11	compose,compo	NAME	lompoc	NAME	Lompoc	Y
banots	11	banks,ballots	GARBAGE		FIX	ballots	N
soniat	11	sonia	NAME	sonia	NAME	Soniat	Y
putics	11	duties,pupils	FIX	duties	FIX	duties	Y
lamation	11	laxation,lavation	GARBAGE		FIX	proclamation	N
reeviving	11	reviving	FIX	reviving	FIX	reviving	Y
eeeceee	11		GARBAGE		GARBAGE		Y
ceseeeee	11		GARBAGE		GARBAGE		Y
ofiee	11	office,five	FIX	office	FIX	office	Y
bergeant-at-arms	11		KEEP	bergeant-at-arms	FIX	sergeant-at-arms	N
forty-sizth	11		FIX	forty-sixth	FIX	forty-sixth	Y
ablic	11	abulic,aulic	GARBAGE		FIX	public	N
tendentof	11		GARBAGE		GARBAGE		Y
olty	11	jolty,oldy	GARBAGE		GARBAGE		Y
thisact	11	trisect	GARBAGE		FIX	this act	N
nincty-three	11		FIX	ninety-three	FIX	ninety-three	Y
foint	11	joint,point	FIX	joint	FIX	joint	Y
itation	11	station,citation	FIX	citation	FIX	citation	Y
spicuously	11	sinuously,spaciously	GARBAGE		FIX	conspicuously	N
unappor	11	snapper,napper	FIX	unappor	FIX	unapportioned	Y
petency	11	potency,patency	FIX	potency	FIX	competency	Y
ditures	11	figures,fixtures	FIX	figures	FIX	expenditures	Y
prescrip	11	prescript	KEEP	prescrip	FIX	prescription	N
horticul	11	cortical,vortical	GARBAGE		FIX	horticultural	N
endum	11	endue	GARBAGE		FIX	referendum	N
tequesquite	11		NAME	tequesquite	NAME	Tequesquite	Y
ceceeeeee	11		GARBAGE		GARBAGE		Y
finel	11	final,fine	FIX	final	FIX	final	Y
incated	11	incited	FIX	incited	FIX	indicated	Y
iacts	11	acts,facts	FIX	acts	FIX	facts	Y
unauthor	11	author,coauthor	FIX	author	FIX	unauthorized	Y
molera	11	monera	NAME	molera	NAME	Molera	Y
mmors	11	mors,moors	GARBAGE		FIX	minors	N
exelu	11	eel,expel	GARBAGE		FIX	exclude	N
penalt	11	penal,penalty	FIX	penalty	FIX	penalty	Y
eluss	11	eluls	GARBAGE		GARBAGE		Y
egent	11	event,agent	FIX	agent	FIX	agent	Y
sment	11	sent,spent	GARBAGE		FIX	assessment	N
horough	11	borough,thorough	FIX	thorough	FIX	borough	Y
sercen	11	percent,seven	FIX	percent	FIX	percent	Y
whorn	11	worn,horn	FIX	worn	FIX	whom	Y
eyele	11	eyelet	FIX	eyelet	FIX	eyelet	Y
btaty	11	batty	FIX	batty	GARBAGE		N
lardine	11	sardine,larding	FIX	sardine	FIX	sardine	Y
notier	11	nosier	FIX	nosier	FIX	notice	Y
enpy	11	envy,espy	FIX	envy	FIX	enjoy	Y
ciliapter	11	ciliates,ciliate	FIX	ciliates	FIX	chapter	Y
ilome	11	lome	GARBAGE		GARBAGE		Y
macist	11	racist,maoist	FIX	racist	FIX	pharmacist	Y
incidenta	11	incidental,incident	FIX	incidental	FIX	incidental	Y
icft	11	act,if	FIX	act	FIX	left	Y
mcorporated	11	incorporated,corporate	FIX	incorporated	FIX	incorporated	Y
mches	11	aches	FIX	aches	FIX	inches	Y
nasoni	11	mason,masonic	NAME	mason	NAME	Nasoni	Y
eneeeee	11		GARBAGE		GARBAGE		Y
mehes	11	meshes,metes	FIX	meshes	FIX	meshes	Y
atives	11	natives,actives	FIX	natives	FIX	natives	Y
offermg	11	offered,offer	FIX	offered	FIX	offering	Y
parments	11	payments,parents	FIX	payments	FIX	payments	Y
disabil	11	isabel,disable	FIX	disable	FIX	disability	Y
unconstitu	11		GARBAGE		FIX	unconstitutional	N
voint	11	joint,point	FIX	joint	FIX	joint	Y
coruner	11	corner,coroner	FIX	corner	FIX	coroner	Y
pinate	11	pilate,binate	NAME	pilate	GARBAGE		N
appneation	11		GARBAGE		FIX	application	N
constitulegislature	11		GARBAGE		GARBAGE		Y
ureeny	11	greeny	GARBAGE		FIX	larceny	N
cormer	11	corner,former	FIX	corner	FIX	corner	Y
habitues	11	habitudes	FIX	habitudes	KEEP	habitues	N
stons	11	sons,tons	FIX	sons	FIX	stones	Y
armv	11	army,arms	FIX	army	FIX	army	Y
pubile	11	nubile	GARBAGE		FIX	public	N
igation	11	ligation	FIX	ligation	FIX	litigation	Y
imestiga	11	mestiza	GARBAGE		FIX	investigation	N
freeho	11	free,fresno	KEEP	freeho	FIX	freehold	N
cabforma	11		GARBAGE		FIX	california	N
cahforna	11		GARBAGE		FIX	california	N
appoi	11	apply,appoint	FIX	appoint	FIX	appoint	Y
extraord	11	extrabold	GARBAGE		FIX	extraordinary	N
constituthereof	11		GARBAGE		GARBAGE		Y
imown	11	mown	FIX	mown	FIX	known	Y
tanster	11	taster,tapster	FIX	taster	FIX	transfer	Y
comter	11	comer,comte	GARBAGE		FIX	counter	N
sisquoe	11	bisque,misquote	GARBAGE		NAME	Sisquoc	N
sisquoc	11		NAME	Sisquoc	NAME	Sisquoc	Y
includec	11	include,included	FIX	include	FIX	included	Y
sorghums	11	sorghum	FIX	sorghum	KEEP	sorghums	N
blackeap	11	blackcap	FIX	blackcap	FIX	blackcap	Y
aspiran	11	aspirin,aspirant	FIX	aspirin	FIX	aspirant	Y
piment	11	pigment,pimento	FIX	pigment	FIX	pigment	Y
falloux	11	fallout	GARBAGE		FIX	fallout	N
sultanina	11	sultana	FIX	sultana	KEEP	sultanina	N
zabalkanski	11		NAME	zabalkanski	NAME	Zabalkanski	Y
molinera	11	molina,moliere	NAME	molinera	NAME	Molinera	Y
zabalkanskoi	11		GARBAGE		NAME	Zabalkanskoi	N
panariti	11	planarity	FIX	planarity	NAME	Panariti	N
cazouls	11	cagoule,cagoules	NAME	cagoule	NAME	Cazouls	Y
danugue	11	dengue,langue	FIX	dengue	FIX	dengue	Y
saali	11	saadi	NAME	saadi	NAME	Saali	Y
containec	11	contained,container	FIX	contained	FIX	contained	Y
relaundered	11	laundered,remaindered	FIX	laundered	FIX	laundered	Y
unmediatel	11	unmediated	FIX	unmediated	FIX	immediately	Y
opii	11	open,oil	FIX	oil	FIX	opii	Y
beitigheimer	11		NAME	beitigheimer	NAME	Beitigheimer	Y
harotp	11	hart,harold	FIX	hart	NAME	Harrop	N
wuheerzeas	11		GARBAGE		FIX	whereas	N
insuret	11	insurer,insured	FIX	insured	FIX	insurer	Y
seeton	11	sexton,seton	NAME	sexton	NAME	Seeton	Y
appheatin	11		GARBAGE		FIX	application	N
pierovich	11		NAME	pierovich	NAME	Pierovich	Y
enues	11	ensues,venues	FIX	ensues	FIX	venues	Y
usion	11	union,sion	FIX	union	FIX	usion	Y
administratior	11	administration,administrator	FIX	administrator	FIX	administration	Y
waueereas	11		GARBAGE		FIX	whereas	N
mateh	11	match,mate	FIX	match	FIX	match	Y
uthties	11	unties,butties	GARBAGE		FIX	utilities	N
needv	11	need,needs	FIX	need	FIX	needy	Y
diethyl-stilbestrol	11		KEEP	diethyl-stilbestrol	KEEP	diethyl-stilbestrol	Y
dimout	11	devout,dismount	FIX	dismount	FIX	dimout	Y
tuled	11	ruled,tiled	FIX	ruled	FIX	ruled	Y
cedures	11	reduces,secures	GARBAGE		FIX	procedures	N
schrouder	11	schroeder	NAME	Schroeder	NAME	Schrouder	Y
nonpaternity	11		GARBAGE		KEEP	nonpaternity	N
adineagle	11		GARBAGE		GARBAGE		Y
euarctos	11	quartos	GARBAGE		GARBAGE		Y
nonrecordation	11		GARBAGE		KEEP	nonrecordation	N
operahon	11	operation,operator	FIX	operation	FIX	operation	Y
ptojochs	11		GARBAGE		GARBAGE		Y
eeeeeeeeeeeeeees	11		GARBAGE		GARBAGE		Y
nonserialized	11		GARBAGE		KEEP	nonserialized	N
mulemen	11	mullen,milkmen	FIX	milkmen	FIX	muleteers	Y
cceceeee	11		GARBAGE		GARBAGE		Y
hypsypops	11		GARBAGE		KEEP	hypsypops	N
rubicundus	11	rubicund	FIX	rubicund	KEEP	rubicundus	N
eeneneee	11		GARBAGE		GARBAGE		Y
eeeeneees	11		GARBAGE		GARBAGE		Y
rainev	11	rained	FIX	rained	NAME	Rainey	N
honeveutt	11		GARBAGE		NAME	Honeycutt	N
naiio	11	nation,ratio	FIX	nation	FIX	ratio	Y
gabrielinos	11		NAME	Gabrielinos	NAME	Gabrielinos	Y
nonfeed	11	nonfood,nonsked	GARBAGE		FIX	nonfood	N
redomestication	11	domestication	FIX	domestication	KEEP	redomestication	N
qoveinot	11		GARBAGE		FIX	governor	N
otatuule	11		GARBAGE		GARBAGE		Y
eeneneneeereees	11		GARBAGE		GARBAGE		Y
fulasz	11	fulas	GARBAGE		NAME	Fulasz	N
ccceeeees	11		GARBAGE		GARBAGE		Y
tularcitos	11		NAME	Tularcitos	NAME	Tularcitos	Y
cccceeeeeee	11		GARBAGE		GARBAGE		Y
propionoxypiperidine	11		NAME	propionoxypiperidine	KEEP	propionoxypiperidine	N
beheves	11	beeves,behaves	FIX	behaves	FIX	believes	Y
dihydromorphine	11		NAME	dihydromorphine	KEEP	dihydromorphine	N
benzylmorphine	11		NAME	benzylmorphine	KEEP	benzylmorphine	N
desomorphine	11		NAME	desomorphine	KEEP	desomorphine	N
allylprodine	11		NAME	allylprodine	KEEP	allylprodine	N
furethidine	11		NAME	furethidine	KEEP	furethidine	N
dimepheptanol	11		NAME	dimepheptanol	KEEP	dimepheptanol	N
dimenoxadol	11		NAME	dimenoxadol	KEEP	dimenoxadol	N
