token	freq	corrected	tier	sonnet_verdict	gemma_verdict
itled	12	entitled	SONNET_FIX	FIX	FIX
ively	12	actively	SONNET_FIX	FIX	FIX
joeated	12	located	AUTO_SAFE	FIX	FIX
jurisdie	12	jurisdic	SONNET_FIX	FIX	FIX
konocti	12	Konocti	SONNET_NAME	NAME	NAME
landfarm	12		KEEP	KEEP	FIX
legalmente	12		KEEP	KEEP	NAME
levophenacylmorphan	12		KEEP	KEEP	GARBAGE
limbrub	12		GARBAGE_FLAG	GARBAGE	GARBAGE
lodginghouses	12		KEEP	KEEP	KEEP
makmg	12	making	AUTO_SAFE	FIX	FIX
malimposed	12		GARBAGE_FLAG	GARBAGE	GARBAGE
melusion	12	conclusion	SONNET_FIX	FIX	FIX
mereased	12	increased	SONNET_FIX	FIX	FIX
methyprylon	12		KEEP	KEEP	GARBAGE
meurring	12	recurring	AUTO_SAFE	FIX	FIX
mishranded	12	misbranded	SONNET_FIX	FIX	FIX
mitment	12	commitment	SONNET_FIX	FIX	FIX
mmission	12	commission	SONNET_FIX	FIX	FIX
mumepal	12	municipal	SONNET_FIX	FIX	FIX
nanocuries	12		KEEP	KEEP	KEEP
nenes	12		GARBAGE_FLAG	GARBAGE	FIX
neumiller	12	Neumiller	SONNET_NAME	NAME	NAME
nincty-seven	12	ninety-seven	AUTO_SAFE	FIX	FIX
nonfictitious	12		KEEP	KEEP	KEEP
nongynecologic	12		KEEP	KEEP	GARBAGE
nonlevel-of-care	12		KEEP	KEEP	GARBAGE
nonpro	12	nonprofit	SONNET_FIX	FIX	GARBAGE
nonprogram	12		KEEP	KEEP	KEEP
nonth	12	month	AUTO_SAFE	FIX	FIX
normethadone	12		KEEP	KEEP	GARBAGE
ocenr	12	owner	AUTO_SAFE	FIX	FIX
offivio	12	officio	SONNET_FIX	FIX	GARBAGE
ofticio	12	officio	SONNET_FIX	FIX	GARBAGE
one-cighth	12	one-eighth	AUTO_SAFE	FIX	FIX
ools	12	tools	AUTO_SAFE	FIX	FIX
orev	12	over	SONNET_FIX	FIX	FIX
orized	12	authorized	SONNET_FIX	FIX	GARBAGE
ormed	12	formed	AUTO_SAFE	FIX	FIX
oters	12	voters	AUTO_SAFE	FIX	FIX
overscor	12		GARBAGE_FLAG	GARBAGE	FIX
ownet	12	owner	AUTO_SAFE	FIX	FIX
pensated	12	compensated	SONNET_FIX	FIX	GARBAGE
perpen	12	perpendicular	SONNET_FIX	FIX	FIX
phenadoxone	12		KEEP	KEEP	GARBAGE
phenampromide	12		KEEP	KEEP	GARBAGE
photostating	12		KEEP	FIX	FIX
pitals	12	hospitals	SONNET_FIX	FIX	FIX
pluns	12	plans	AUTO_SAFE	FIX	FIX
pollu	12	pollution	SONNET_FIX	FIX	FIX
preimprinted	12		KEEP	KEEP	KEEP
presterilized	12		KEEP	KEEP	KEEP
previnet	12	precinct	SONNET_FIX	FIX	FIX
proheptazine	12		KEEP	KEEP	GARBAGE
psychometrists	12		KEEP	KEEP	FIX
pubheations	12	publications	SONNET_FIX	FIX	GARBAGE
puen	12	pen	AUTO_SAFE	FIX	FIX
pulgas	12	Pulgas	SONNET_NAME	NAME	GARBAGE
reconditioners	12		KEEP	KEEP	FIX
recoverv	12	recovery	AUTO_SAFE	FIX	FIX
reeordation	12	recordation	SONNET_FIX	FIX	GARBAGE
relending	12		KEEP	FIX	FIX
reperforates	12	perforates	AUTO_SAFE	FIX	FIX
rereee	12	referee	SONNET_FIX	FIX	GARBAGE
reter	12	refer	AUTO_SAFE	FIX	FIX
riw	12		GARBAGE_FLAG	GARBAGE	FIX
rnnene	12	renee	SONNET_FIX	FIX	NAME
rolicall	12	roll call	SONNET_FIX	FIX	GARBAGE
sarae	12	Sarah	SONNET_NAME	NAME	NAME
sceds	12	seeds	AUTO_SAFE	FIX	FIX
screenees	12	screened	AUTO_SAFE	FIX	FIX
scventy-five	12	seventy-five	AUTO_SAFE	FIX	FIX
seld	12	held	AUTO_SAFE	FIX	FIX
seore	12	score	SONNET_FIX	FIX	FIX
sesees	12	series	AUTO_SAFE	FIX	FIX
seveuty-five	12	seventy-five	SONNET_FIX	FIX	GARBAGE
sewerline	12	sewer line	SONNET_FIX	FIX	GARBAGE
shent	12	sent	AUTO_SAFE	FIX	FIX
sicty-three	12	sixty-three	SONNET_FIX	FIX	GARBAGE
ssioner	12	commissioner	SONNET_FIX	FIX	FIX
ssment	12	assessment	SONNET_FIX	FIX	GARBAGE
stationory	12	stationary	AUTO_SAFE	FIX	FIX
stirpes	12		KEEP	KEEP	FIX
subserip	12	subscript	SONNET_FIX	FIX	FIX
tetera	12	cetera	SONNET_FIX	FIX	KEEP
thionylchloride	12		KEEP	KEEP	KEEP
thiosulfite	12		KEEP	KEEP	KEEP
thirty-sizth	12	thirty-sixth	AUTO_SAFE	FIX	FIX
thirtysiz	12	thirty-six	AUTO_SAFE	FIX	FIX
threesixteenths	12		KEEP	KEEP	KEEP
tlus	12	thus	AUTO_SAFE	FIX	FIX
torca	12	Torca	SONNET_NAME	NAME	NAME
truek	12	truck	AUTO_SAFE	FIX	FIX
uame	12	same	AUTO_SAFE	FIX	FIX
ucimc	12		GARBAGE_FLAG	GARBAGE	GARBAGE
uent	12	cent	AUTO_SAFE	FIX	FIX
uine	12	line	AUTO_SAFE	FIX	FIX
unplaceable	12	replaceable	AUTO_SAFE	FIX	FIX
uous	12		GARBAGE_FLAG	GARBAGE	GARBAGE
valleywide	12		KEEP	KEEP	KEEP
vavable	12	payable	SONNET_FIX	FIX	GARBAGE
vrand	12	grand	AUTO_SAFE	FIX	FIX
waivets	12	waivers	AUTO_SAFE	FIX	FIX
wcab	12		KEEP	KEEP	NAME
wedworth	12	Wedworth	SONNET_NAME	NAME	FIX
withdrawa	12	withdrawal	AUTO_SAFE	FIX	FIX
wuenrcas	12	whereas	SONNET_FIX	FIX	GARBAGE
ablic	11	public	SONNET_FIX	FIX	GARBAGE
adineagle	11		GARBAGE_FLAG	GARBAGE	GARBAGE
administratior	11	administration	SONNET_FIX	FIX	FIX
administraton	11	administration	AUTO_SAFE	FIX	FIX
alfentanyl	11		KEEP	KEEP	FIX
allylprodine	11		KEEP	KEEP	NAME
andsale	11		GARBAGE_FLAG	GARBAGE	GARBAGE
appeai	11	appeal	AUTO_SAFE	FIX	FIX
appeat	11	appeal	SONNET_FIX	FIX	FIX
appheatin	11	application	SONNET_FIX	FIX	GARBAGE
appneation	11	application	SONNET_FIX	FIX	GARBAGE
appoi	11	appoint	AUTO_SAFE	FIX	FIX
appropriafund	11		GARBAGE_FLAG	GARBAGE	GARBAGE
armv	11	army	AUTO_SAFE	FIX	FIX
aspiran	11	aspirant	SONNET_FIX	FIX	FIX
atives	11	natives	AUTO_SAFE	FIX	FIX
banots	11	ballots	SONNET_FIX	FIX	GARBAGE
beenme	11	become	AUTO_SAFE	FIX	FIX
beheves	11	believes	SONNET_FIX	FIX	FIX
beitigheimer	11	Beitigheimer	SONNET_NAME	NAME	NAME
benzylmorphine	11		KEEP	KEEP	NAME
bept	11	kept	AUTO_SAFE	FIX	FIX
bergeant-at-arms	11	sergeant-at-arms	SONNET_FIX	FIX	KEEP
blackeap	11	blackcap	AUTO_SAFE	FIX	FIX
boomstops	11		GARBAGE_FLAG	GARBAGE	FIX
borein	11	herein	AUTO_SAFE	FIX	FIX
brundige	11	Brundige	SONNET_NAME	NAME	NAME
btaty	11		GARBAGE_FLAG	GARBAGE	FIX
cabforma	11	california	SONNET_FIX	FIX	GARBAGE
cahforna	11	california	SONNET_FIX	FIX	GARBAGE
cazouls	11	Cazouls	SONNET_NAME	NAME	NAME
ccccce	11		GARBAGE_FLAG	GARBAGE	GARBAGE
cccceeeeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
cccceeeeeeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
cccci	11		KEEP	KEEP	NAME
ccceeeees	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ccclvi	11		KEEP	KEEP	GARBAGE
cccxli	11		KEEP	KEEP	GARBAGE
cccxlix	11		KEEP	KEEP	GARBAGE
cceceeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
cclxix	11		KEEP	KEEP	NAME
cclxvii	11		KEEP	KEEP	GARBAGE
cclxxi	11		KEEP	KEEP	GARBAGE
ccseee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ccxlvi	11		KEEP	KEEP	GARBAGE
ccxxvii	11		KEEP	KEEP	GARBAGE
ccxxxiv	11		KEEP	KEEP	GARBAGE
ceceeeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
cedures	11	procedures	SONNET_FIX	FIX	GARBAGE
ceseeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ceseeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ceveee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
chuckawalla	11	chuckwalla	SONNET_FIX	FIX	NAME
ciliapter	11	chapter	SONNET_FIX	FIX	FIX
ciously	11	maliciously	SONNET_FIX	FIX	FIX
cizht	11	eight	AUTO_SAFE	FIX	FIX
claiin	11	claim	AUTO_SAFE	FIX	FIX
clonitazene	11		KEEP	KEEP	NAME
comter	11	counter	SONNET_FIX	FIX	GARBAGE
constitulegislature	11		GARBAGE_FLAG	GARBAGE	GARBAGE
constituthereof	11		GARBAGE_FLAG	GARBAGE	GARBAGE
containec	11	contained	AUTO_SAFE	FIX	FIX
cormer	11	corner	AUTO_SAFE	FIX	FIX
coruner	11	coroner	SONNET_FIX	FIX	FIX
cottection	11	collection	SONNET_FIX	FIX	FIX
cxlviii	11		KEEP	KEEP	KEEP
cxxxv	11		KEEP	KEEP	KEEP
danugue	11	dengue	AUTO_SAFE	FIX	FIX
demned	11	condemned	SONNET_FIX	FIX	FIX
dened	11	denied	SONNET_FIX	FIX	FIX
desomorphine	11		KEEP	KEEP	NAME
diampromide	11		KEEP	KEEP	NAME
diethyl-stilbestrol	11		KEEP	KEEP	KEEP
dihydromorphine	11		KEEP	KEEP	NAME
dimenoxadol	11		KEEP	KEEP	NAME
dimepheptanol	11		KEEP	KEEP	NAME
dimethylthiambutene	11		KEEP	KEEP	NAME
dimout	11		KEEP	FIX	FIX
disabil	11	disability	SONNET_FIX	FIX	FIX
disin	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ditures	11	expenditures	SONNET_FIX	FIX	FIX
dxxx	11		KEEP	KEEP	GARBAGE
easurer	11	treasurer	SONNET_FIX	FIX	GARBAGE
eeceeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeceee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeeeeeeeeeeeees	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeeneees	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeere	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeers	11		GARBAGE_FLAG	GARBAGE	FIX
eeneneee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeneneneeereees	11		GARBAGE_FLAG	GARBAGE	GARBAGE
eeseeeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
egent	11	agent	AUTO_SAFE	FIX	FIX
eluss	11		GARBAGE_FLAG	GARBAGE	GARBAGE
endum	11	referendum	SONNET_FIX	FIX	GARBAGE
eneeeee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
enpy	11	enjoy	SONNET_FIX	FIX	FIX
enues	11	venues	SONNET_FIX	FIX	FIX
ethylmethylthiambutene	11		KEEP	KEEP	NAME
etonitazene	11		KEEP	KEEP	NAME
euarctos	11		GARBAGE_FLAG	GARBAGE	GARBAGE
exelu	11	exclude	SONNET_FIX	FIX	GARBAGE
extraord	11	extraordinary	SONNET_FIX	FIX	GARBAGE
eyele	11	eyelet	AUTO_SAFE	FIX	FIX
falloux	11	fallout	SONNET_FIX	FIX	GARBAGE
finel	11	final	AUTO_SAFE	FIX	FIX
fned	11	fined	AUTO_SAFE	FIX	FIX
foint	11	joint	AUTO_SAFE	FIX	FIX
forty-sizth	11	forty-sixth	AUTO_SAFE	FIX	FIX
francisev	11	francisco	SONNET_FIX	FIX	NAME
freeho	11	freehold	SONNET_FIX	FIX	KEEP
fulasz	11	Fulasz	SONNET_NAME	NAME	GARBAGE
furethidine	11		KEEP	KEEP	NAME
gabrielinos	11	Gabrielinos	SONNET_NAME	NAME	NAME
gregate	11	aggregate	SONNET_FIX	FIX	GARBAGE
habitues	11		KEEP	KEEP	FIX
harotp	11	Harrop	SONNET_NAME	NAME	FIX
hmuts	11	limits	SONNET_FIX	FIX	GARBAGE
honeveutt	11	Honeycutt	SONNET_NAME	NAME	GARBAGE
horough	11	borough	SONNET_FIX	FIX	FIX
horticul	11	horticultural	SONNET_FIX	FIX	GARBAGE
huld	11	held	AUTO_SAFE	FIX	FIX
hurdygurdy	11		KEEP	KEEP	KEEP
hydromorphinol	11		KEEP	KEEP	FIX
hypsypops	11		KEEP	KEEP	GARBAGE
iable	11	liable	AUTO_SAFE	FIX	FIX
iacts	11	facts	SONNET_FIX	FIX	FIX
icft	11	left	SONNET_FIX	FIX	FIX
igation	11	litigation	SONNET_FIX	FIX	FIX
ilome	11		GARBAGE_FLAG	GARBAGE	GARBAGE
imds	11	ids	SONNET_FIX	FIX	GARBAGE
imestiga	11	investigation	SONNET_FIX	FIX	GARBAGE
imown	11	known	SONNET_FIX	FIX	FIX
incated	11	indicated	SONNET_FIX	FIX	FIX
incidenta	11	incidental	AUTO_SAFE	FIX	FIX
includec	11	included	SONNET_FIX	FIX	FIX
insuret	11	insurer	SONNET_FIX	FIX	FIX
isosafrole	11		KEEP	KEEP	FIX
itation	11	citation	AUTO_SAFE	FIX	FIX
jations	11	nations	AUTO_SAFE	FIX	FIX
lamation	11	proclamation	SONNET_FIX	FIX	GARBAGE
lardine	11	sardine	AUTO_SAFE	FIX	FIX
levomoramide	11		KEEP	KEEP	NAME
lompoe	11	Lompoc	SONNET_NAME	NAME	NAME
lowis	11	lewis	SONNET_FIX	FIX	NAME
macist	11	pharmacist	SONNET_FIX	FIX	FIX
maics	11	mails	SONNET_FIX	FIX	GARBAGE
mateh	11	match	AUTO_SAFE	FIX	FIX
mches	11	inches	SONNET_FIX	FIX	FIX
mcorporated	11	incorporated	AUTO_SAFE	FIX	FIX
mehes	11	meshes	AUTO_SAFE	FIX	FIX
mmors	11	minors	SONNET_FIX	FIX	GARBAGE
modily	11	modify	AUTO_SAFE	FIX	FIX
molera	11	Molera	SONNET_NAME	NAME	NAME
molinera	11	Molinera	SONNET_NAME	NAME	NAME
mulemen	11	muleteers	SONNET_FIX	FIX	FIX
naiio	11	ratio	SONNET_FIX	FIX	FIX
nasoni	11	Nasoni	SONNET_NAME	NAME	NAME
needv	11	needy	SONNET_FIX	FIX	FIX
nincty-three	11	ninety-three	AUTO_SAFE	FIX	FIX
nonaccidentally	11		KEEP	KEEP	FIX
noncontractual	11		KEEP	KEEP	KEEP
nonevidentiary	11		KEEP	KEEP	FIX
nonfeed	11	nonfood	SONNET_FIX	FIX	GARBAGE
nonpaternity	11		KEEP	KEEP	GARBAGE
nonpeace	11		KEEP	KEEP	GARBAGE
nonprevailing	11		KEEP	KEEP	FIX
nonrecordation	11		KEEP	KEEP	GARBAGE
nonserialized	11		KEEP	KEEP	GARBAGE
nonsevere	11		KEEP	KEEP	FIX
norlevorphanol	11		KEEP	KEEP	NAME
normorphine	11		KEEP	KEEP	FIX
norpipanone	11		KEEP	KEEP	NAME
notier	11	notice	SONNET_FIX	FIX	FIX
offermg	11	offering	SONNET_FIX	FIX	FIX
ofiee	11	office	AUTO_SAFE	FIX	FIX
olty	11		GARBAGE_FLAG	GARBAGE	GARBAGE
operahon	11	operation	AUTO_SAFE	FIX	FIX
opii	11		KEEP	FIX	FIX
otatuule	11		GARBAGE_FLAG	GARBAGE	GARBAGE
ouses	11	houses	SONNET_FIX	FIX	FIX
overscors	11		GARBAGE_FLAG	GARBAGE	FIX
panariti	11	Panariti	SONNET_NAME	NAME	FIX
parments	11	payments	AUTO_SAFE	FIX	FIX
penalt	11	penalty	AUTO_SAFE	FIX	FIX
petency	11	competency	SONNET_FIX	FIX	FIX
phenylcyclohexylamine	11		KEEP	KEEP	FIX
phenyleyclohexyl	11	phenylcyclohexyl	SONNET_FIX	FIX	FIX
pierovich	11	Pierovich	SONNET_NAME	NAME	NAME
piment	11	pigment	AUTO_SAFE	FIX	FIX
pinate	11		GARBAGE_FLAG	GARBAGE	NAME
plemental	11	supplemental	SONNET_FIX	FIX	FIX
ploqtams	11		GARBAGE_FLAG	GARBAGE	GARBAGE
prescrip	11	prescription	SONNET_FIX	FIX	KEEP
propionoxypiperidine	11		KEEP	KEEP	NAME
ptojochs	11		GARBAGE_FLAG	GARBAGE	GARBAGE
pubile	11	public	SONNET_FIX	FIX	GARBAGE
pubneation	11	publication	SONNET_FIX	FIX	GARBAGE
putics	11	duties	AUTO_SAFE	FIX	FIX
qoveinot	11	governor	SONNET_FIX	FIX	GARBAGE
qualited	11	qualified	AUTO_SAFE	FIX	FIX
racemoramide	11		KEEP	KEEP	NAME
rainev	11	Rainey	SONNET_NAME	NAME	FIX
redomestication	11		KEEP	KEEP	FIX
reeviving	11	reviving	AUTO_SAFE	FIX	FIX
relaundered	11	laundered	AUTO_SAFE	FIX	FIX
renaity	11	penalty	AUTO_SAFE	FIX	FIX
repackagers	11		KEEP	KEEP	FIX
residentrun	11		GARBAGE_FLAG	GARBAGE	FIX
retarned	11	returned	AUTO_SAFE	FIX	FIX
rized	11	authorized	SONNET_FIX	FIX	FIX
rubicundus	11		KEEP	KEEP	FIX
saali	11	Saali	SONNET_NAME	NAME	NAME
schrouder	11	Schrouder	SONNET_NAME	NAME	NAME
seeton	11	Seeton	SONNET_NAME	NAME	NAME
sercen	11	percent	AUTO_SAFE	FIX	FIX
siaty-four	11	sixty-four	SONNET_FIX	FIX	GARBAGE
sisquoc	11	Sisquoc	SONNET_NAME	NAME	NAME
sisquoe	11	Sisquoc	SONNET_NAME	NAME	GARBAGE
sment	11	assessment	SONNET_FIX	FIX	GARBAGE
snecession	11	succession	SONNET_FIX	FIX	FIX
soniat	11	Soniat	SONNET_NAME	NAME	NAME
sorghums	11		KEEP	KEEP	FIX
spicuously	11	conspicuously	SONNET_FIX	FIX	GARBAGE
ssseee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
stons	11	stones	SONNET_FIX	FIX	FIX
strl	11	still	SONNET_FIX	FIX	FIX
subproducer	11		KEEP	KEEP	GARBAGE
sultanina	11		KEEP	KEEP	FIX
sulury	11	salary	SONNET_FIX	FIX	FIX
sxorton	11	Norton	SONNET_NAME	NAME	NAME
szco	11	such	AUTO_SAFE	FIX	FIX
szcrton	11		GARBAGE_FLAG	GARBAGE	NAME
tanster	11	transfer	SONNET_FIX	FIX	FIX
tendentof	11		GARBAGE_FLAG	GARBAGE	GARBAGE
tequesquite	11	Tequesquite	SONNET_NAME	NAME	NAME
thisact	11	this act	SONNET_FIX	FIX	GARBAGE
tlle	11	title	SONNET_FIX	FIX	FIX
tosue	11	issue	SONNET_FIX	FIX	NAME
travelmg	11	traveling	SONNET_FIX	FIX	GARBAGE
trimeperidine	11		KEEP	KEEP	FIX
tularcitos	11	Tularcitos	SONNET_NAME	NAME	NAME
tuled	11	ruled	AUTO_SAFE	FIX	FIX
unappor	11	unapportioned	SONNET_FIX	FIX	FIX
unauthor	11	unauthorized	SONNET_FIX	FIX	FIX
unconstitu	11	unconstitutional	SONNET_FIX	FIX	GARBAGE
unmediatel	11	immediately	SONNET_FIX	FIX	FIX
ureeny	11	larceny	SONNET_FIX	FIX	GARBAGE
usion	11		KEEP	FIX	FIX
uthties	11	utilities	SONNET_FIX	FIX	GARBAGE
vereee	11		GARBAGE_FLAG	GARBAGE	GARBAGE
voint	11	joint	AUTO_SAFE	FIX	FIX
waueereas	11	whereas	SONNET_FIX	FIX	GARBAGE
wcmis	11		GARBAGE_FLAG	GARBAGE	GARBAGE
whorn	11	whom	SONNET_FIX	FIX	FIX
wlio	11	who	SONNET_FIX	FIX	GARBAGE
wuheerzeas	11	whereas	SONNET_FIX	FIX	GARBAGE
zabalkanski	11	Zabalkanski	SONNET_NAME	NAME	NAME
zabalkanskoi	11	Zabalkanskoi	SONNET_NAME	NAME	GARBAGE
acetorphine	10		KEEP	KEEP	GARBAGE
acetyldihydrocodeine	10		KEEP	KEEP	GARBAGE
acetylmethadol	10		KEEP	KEEP	KEEP
agneultural	10	agricultural	SONNET_FIX	FIX	GARBAGE
allsuch	10	all such	AUTO_SAFE	FIX	FIX
alphacetylmethadol	10		KEEP	KEEP	GARBAGE
alphameprodine	10		KEEP	KEEP	GARBAGE
alphamethadol	10		KEEP	KEEP	GARBAGE
alpme	10	alpine	SONNET_FIX	FIX	FIX
amdarit	10		GARBAGE_FLAG	GARBAGE	GARBAGE
aphelocoma	10		KEEP	KEEP	KEEP
appointmer	10	appointment	AUTO_SAFE	FIX	FIX
appropriaor	10	appropriator	AUTO_SAFE	FIX	FIX
apprupria	10	appropriation	SONNET_FIX	FIX	GARBAGE
arately	10	separately	SONNET_FIX	FIX	GARBAGE
arklin	10	Arklin	SONNET_NAME	NAME	NAME
assegs	10	assets	AUTO_SAFE	FIX	FIX
assessincnt	10	assessment	SONNET_FIX	FIX	GARBAGE
astrets	10	streets	AUTO_SAFE	FIX	FIX
athletie	10	athletic	AUTO_SAFE	FIX	FIX
bcedp	10		GARBAGE_FLAG	GARBAGE	FIX
bermardino	10	Bernardino	SONNET_NAME	NAME	FIX
betacetylmethadol	10		KEEP	KEEP	GARBAGE
betamethadol	10		KEEP	KEEP	KEEP
biect	10	object	SONNET_FIX	FIX	FIX
borids	10	bonds	SONNET_FIX	FIX	GARBAGE
brakeshoes	10		KEEP	KEEP	FIX
btatz	10		GARBAGE_FLAG	GARBAGE	GARBAGE
camphorata	10		KEEP	KEEP	FIX
ccccceeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ccccceeeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ccccli	10		KEEP	KEEP	GARBAGE
ccccxxi	10		KEEP	KEEP	GARBAGE
ccceceeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ccclix	10		KEEP	KEEP	GARBAGE
ccclxix	10		KEEP	KEEP	GARBAGE
ccclxvi	10		KEEP	KEEP	KEEP
ccclxx	10		KEEP	KEEP	GARBAGE
ccclxxiv	10		KEEP	KEEP	GARBAGE
cccxl	10		KEEP	KEEP	GARBAGE
cccxxxix	10		KEEP	KEEP	KEEP
cceceeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
cclxxxix	10		KEEP	KEEP	KEEP
cctp	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ccxlv	10		KEEP	KEEP	GARBAGE
ccxxix	10		KEEP	KEEP	KEEP
ccxxxvi	10		KEEP	KEEP	GARBAGE
ceceeeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ceeeeeeeeees	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ceereee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
ceesee	10		GARBAGE_FLAG	GARBAGE	FIX
certafeate	10	certificate	SONNET_FIX	FIX	GARBAGE
cighicen	10	eighteen	AUTO_SAFE	FIX	FIX
cilect	10	collect	AUTO_SAFE	FIX	FIX
citiapter	10	chapter	SONNET_FIX	FIX	GARBAGE
clairns	10	claims	SONNET_FIX	FIX	FIX
clxxxiii	10		KEEP	KEEP	KEEP
cnteria	10	criteria	AUTO_SAFE	FIX	FIX
cobranza	10		KEEP	KEEP	NAME
cobrarle	10		KEEP	KEEP	GARBAGE
commls	10	commas	SONNET_FIX	FIX	GARBAGE
compensi	10	compensatory	SONNET_FIX	FIX	FIX
connei	10	Connei	SONNET_NAME	NAME	NAME
controlvot	10		GARBAGE_FLAG	GARBAGE	GARBAGE
corinthe	10	Corinthe	SONNET_NAME	NAME	NAME
coumy	10	county	AUTO_SAFE	FIX	FIX
cseeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
cuaprtter	10		GARBAGE_FLAG	GARBAGE	GARBAGE
cuaptterr	10		GARBAGE_FLAG	GARBAGE	GARBAGE
cunent	10	current	AUTO_SAFE	FIX	FIX
curring	10	occurring	SONNET_FIX	FIX	FIX
cyprenorphine	10		KEEP	KEEP	GARBAGE
dehver	10	deliver	SONNET_FIX	FIX	NAME
delinquenev	10	delinquency	SONNET_FIX	FIX	FIX
dextromoramide	10		KEEP	KEEP	GARBAGE
diserection	10	discretion	AUTO_SAFE	FIX	FIX
dismissa	10	dismissal	AUTO_SAFE	FIX	FIX
doara	10	Doara	SONNET_NAME	NAME	GARBAGE
dreco	10	Greco	SONNET_NAME	NAME	FIX
ducers	10	producers	SONNET_FIX	FIX	GARBAGE
dustry	10	industry	SONNET_FIX	FIX	KEEP
dxxiv	10		KEEP	KEEP	NAME
eact	10	each	SONNET_FIX	FIX	FIX
earricd	10	carried	AUTO_SAFE	FIX	FIX
earu	10	earn	SONNET_FIX	FIX	KEEP
eatches	10	catches	AUTO_SAFE	FIX	FIX
eatehes	10	catches	SONNET_FIX	FIX	KEEP
eaty	10	treaty	SONNET_FIX	FIX	KEEP
eceeeeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eeceeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eeeece	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eeneeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eeneneeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eenses	10	licenses	SONNET_FIX	FIX	FIX
efectne	10	effective	SONNET_FIX	FIX	GARBAGE
ehminated	10	eliminated	SONNET_FIX	FIX	FIX
encinita	10	Encinita	SONNET_NAME	NAME	NAME
eneneees	10		GARBAGE_FLAG	GARBAGE	GARBAGE
enneetennees	10		GARBAGE_FLAG	GARBAGE	GARBAGE
entty	10	entity	AUTO_SAFE	FIX	FIX
enumera	10	enumeration	SONNET_FIX	FIX	FIX
environmenta	10	environmental	AUTO_SAFE	FIX	FIX
eommander-in-chief	10	commander-in-chief	SONNET_FIX	FIX	GARBAGE
ercale	10	percale	SONNET_FIX	FIX	GARBAGE
erintendent	10	superintendent	SONNET_FIX	FIX	GARBAGE
erreca	10	Erreca	SONNET_NAME	NAME	NAME
eseeeeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
eteeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
exeep	10	except	AUTO_SAFE	FIX	FIX
extin	10	extinction	SONNET_FIX	FIX	FIX
facturing	10	manufacturing	SONNET_FIX	FIX	FIX
falureto	10		GARBAGE_FLAG	GARBAGE	GARBAGE
fecling	10	feeling	AUTO_SAFE	FIX	FIX
federalaid	10	federal aid	SONNET_FIX	FIX	GARBAGE
feneral	10	general	AUTO_SAFE	FIX	FIX
fleishhacker	10	Fleishhacker	SONNET_NAME	NAME	NAME
fompensa	10	compensation	SONNET_FIX	FIX	GARBAGE
fourtenths	10	four-tenths	SONNET_FIX	FIX	FIX
ftovis	10	Clovis	SONNET_NAME	NAME	NAME
furty-second	10	forty-second	AUTO_SAFE	FIX	FIX
gairdneri	10	Gairdneri	SONNET_NAME	NAME	NAME
gcwr	10		KEEP	KEEP	GARBAGE
gions	10	regions	SONNET_FIX	FIX	KEEP
gueh	10	such	SONNET_FIX	FIX	FIX
halepensis	10		KEEP	KEEP	GARBAGE
haliolis	10	haliotis	SONNET_FIX	FIX	GARBAGE
helding	10	holding	AUTO_SAFE	FIX	FIX
hends	10	hands	AUTO_SAFE	FIX	FIX
hereo	10	hereof	AUTO_SAFE	FIX	FIX
hillegass	10	Hillegass	SONNET_NAME	NAME	NAME
